C,C/K,D,S,S/K,k,r,sigma,t
0.0,0.0,0.026,840.01,0.95455,880.01,0.0216,0.03205,0.084
0.0,0.0,0.035,862.85,0.93498,922.85,0.0188,0.02999,0.0935
0.0,0.0,0.023,1071.13,0.9305,1151.13,0.0195,0.03677,0.0788
90.1,0.08127,0.026,1188.66,1.07216,1108.66,0.0213,0.11881,0.6101
9.51,0.00826,0.024,1131.45,0.98263,1151.45,0.0232,0.03641,1.2404
27.48,0.02569,0.031,989.54,0.9252,1069.54,0.0128,0.40287,0.1318
15.22,0.01366,0.02,1074.28,0.9641,1114.28,0.0295,0.15156,0.2133
27.49,0.02524,0.026,1069.23,0.98164,1089.23,0.0242,0.21119,0.1646
79.68,0.11026,0.027,802.66,1.1107,722.66,0.0248,0.09147,0.0849
42.23,0.03882,0.032,1127.84,1.03677,1087.84,0.0288,0.0697,0.2712
59.16,0.05414,0.024,1152.77,1.05491,1092.77,0.023,0.02099,0.3338
0.15,0.00015,0.034,992.91,0.96127,1032.9099999999999,0.0198,0.0424,0.2434
88.29,0.12027,0.028,814.09,1.10898,734.09,0.0299,0.33006,0.1165
8.67,0.00867,0.025,960.3,0.96001,1000.3,0.0122,0.13188,0.2232
0.0,0.0,0.033,877.51,0.91645,957.51,0.0164,0.04737,0.0701
113.32,0.11859,0.022,1055.6,1.10465,955.5999999999999,0.0176,0.28614,0.1824
20.1,0.0185,0.027,1086.27,1.0,1086.27,0.0154,0.05465,1.5594
14.06,0.01216,0.023,1136.25,0.9827,1156.25,0.0285,0.11311,0.1858
0.01,1e-05,0.031,810.55,0.95297,850.55,0.0243,0.05179,0.1062
99.48,0.10779,0.023,1022.93,1.10835,922.93,0.0199,0.0575,0.1001
2.33,0.00208,0.022,1098.43,0.98212,1118.43,0.0212,0.0699,0.0854
71.5,0.07954,0.029,978.87,1.089,898.87,0.0218,0.05311,1.3413
32.07,0.02646,0.029,1151.8,0.95049,1211.8,0.0102,0.14669,0.8787
100.93,0.10802,0.032,1034.4,1.10702,934.4000000000001,0.0179,0.12805,0.8413
24.98,0.02563,0.024,974.55,1.0,974.55,0.0289,0.09414,0.4378
94.03,0.1085,0.024,946.62,1.09231,866.62,0.0165,0.10582,2.9357
61.58,0.05844,0.023,1113.79,1.05694,1053.79,0.0286,0.12457,0.0893
34.1,0.04227,0.029,866.75,1.07437,806.75,0.0202,0.01845,3.3097
9.56,0.00878,0.035,1009.2,0.92655,1089.2,0.0117,0.23729,0.1421
26.5,0.03375,0.027,805.09,1.02547,785.09,0.0242,0.06278,0.643
61.37,0.06314,0.024,1031.9,1.06173,971.9000000000001,0.0229,0.14814,0.0835
67.25,0.07092,0.034,1028.31,1.08436,948.31,0.0226,0.0731,4.7071
65.92,0.08504,0.028,835.17,1.0774,775.17,0.0271,0.15244,0.2933
59.24,0.05698,0.028,1079.75,1.03847,1039.75,0.0256,0.11845,0.57
46.6,0.05961,0.032,821.79,1.05116,781.79,0.0137,0.10174,1.191
6.2,0.00674,0.034,920.17,1.0,920.17,0.0186,0.06229,0.0893
0.15,0.00017,0.029,838.29,0.9767,858.29,0.0124,0.04262,0.1041
20.06,0.02312,0.031,887.76,1.02305,867.76,0.0248,0.05011,0.1261
7.42,0.0065,0.031,1142.08,1.0,1142.08,0.013,0.03531,0.7387
20.79,0.02271,0.028,835.49,0.91262,915.49,0.0136,0.14639,1.2377
31.24,0.03387,0.031,942.3,1.02168,922.3,0.018,0.18601,0.0875
60.31,0.06626,0.028,970.19,1.06592,910.19,0.0168,0.1125,0.2138
39.45,0.03839,0.029,1067.52,1.03893,1027.52,0.0131,0.0889,0.0837
58.41,0.0538,0.034,1145.6,1.05527,1085.6,0.0185,0.08135,0.0938
85.27,0.10941,0.021,859.39,1.10264,779.39,0.0198,0.37249,0.06
60.89,0.072,0.031,825.75,0.97635,845.75,0.0296,0.15122,2.2858
29.36,0.03055,0.032,961.2,1.0,961.2,0.0235,0.16718,0.2259
0.0,0.0,0.024,853.42,0.93431,913.42,0.0208,0.06174,0.0864
99.22,0.13023,0.026,861.87,1.13126,761.87,0.0105,0.18188,0.2079
0.15,0.00014,0.023,1026.77,0.94479,1086.77,0.0122,0.08719,0.0935
0.15,0.00017,0.034,859.6,0.95554,899.6,0.0155,0.06329,0.1349
67.14,0.0579,0.026,1159.58,1.0,1159.58,0.0165,0.10665,3.2346
76.64,0.09122,0.033,860.16,1.0238,840.16,0.0119,0.19716,1.5596
129.9,0.14774,0.032,979.26,1.11373,879.26,0.0193,0.3344,0.3527
98.06,0.09965,0.024,1084.09,1.10162,984.0899999999999,0.0209,0.0516,0.3604
0.12,0.0001,0.026,1190.51,0.95202,1250.51,0.0151,0.09086,0.0601
81.92,0.09358,0.032,955.43,1.09138,875.43,0.0105,0.28349,0.0591
76.31,0.07807,0.033,1017.4,1.04092,977.4,0.0131,0.18902,0.7254
174.65,0.19799,0.035,982.11,1.11336,882.11,0.0157,0.3376,1.2174
4.91,0.00584,0.027,800.15,0.95239,840.15,0.016,0.21311,0.0711
79.34,0.07452,0.032,1144.72,1.07514,1064.72,0.0236,0.06854,0.0572
1.08,0.00097,0.023,1056.04,0.94624,1116.04,0.0111,0.13382,0.0751
2.92,0.00292,0.021,940.22,0.94001,1000.22,0.0192,0.21868,0.0571
0.0,0.0,0.032,1017.68,0.96218,1057.6799999999998,0.0241,0.03092,0.0698
9.63,0.01105,0.033,871.21,1.0,871.21,0.0279,0.07917,0.1309
254.18,0.24664,0.027,1050.55,1.01941,1030.55,0.0282,0.45758,1.8827
20.08,0.01817,0.023,1045.36,0.94572,1105.36,0.013,0.15074,0.5002
70.19,0.09565,0.031,813.84,1.10902,733.84,0.0151,0.07228,0.8594
47.61,0.04728,0.027,1026.9,1.01986,1006.9000000000001,0.0171,0.07835,3.2603
38.5,0.04326,0.023,929.91,1.04495,889.91,0.0168,0.02587,0.234
50.71,0.0501,0.031,1052.12,1.03952,1012.1199999999999,0.0263,0.11497,0.35
12.34,0.01342,0.021,919.39,1.0,919.39,0.0131,0.08421,0.1776
5.84,0.00551,0.03,1040.23,0.98114,1060.23,0.0256,0.09703,0.1144
1.11,0.00099,0.022,1063.25,0.94658,1123.25,0.0131,0.14239,0.0655
81.03,0.08079,0.028,1083.03,1.07976,1003.03,0.0161,0.14059,0.2032
0.0,0.0,0.026,1113.11,0.93295,1193.11,0.0272,0.02831,0.1951
68.61,0.075,0.024,974.78,1.06559,914.78,0.0281,0.14752,0.2699
0.39,0.00033,0.031,1117.57,0.94905,1177.57,0.0115,0.08536,0.1154
96.96,0.13263,0.028,831.05,1.13679,731.05,0.0115,0.10536,0.2094
70.84,0.065,0.027,1149.78,1.05506,1089.78,0.0132,0.09025,2.3378
3.3,0.0027,0.034,1164.33,0.95099,1224.33,0.0111,0.09999,0.2215
102.35,0.09924,0.03,1131.32,1.09696,1031.32,0.0207,0.1502,0.2973
15.15,0.01436,0.028,1034.73,0.98104,1054.73,0.0106,0.24668,0.0556
2.03,0.00195,0.026,960.93,0.92315,1040.9299999999998,0.0242,0.22208,0.0653
0.16,0.00014,0.034,1087.41,0.98194,1107.41,0.0164,0.01981,0.5131
54.26,0.04903,0.02,1146.76,1.03614,1106.76,0.0275,0.04012,1.3564
60.44,0.05704,0.034,1059.64,1.0,1059.64,0.0236,0.25081,0.3536
81.87,0.08878,0.021,1002.15,1.08675,922.15,0.0183,0.13336,0.2295
79.0,0.0761,0.023,1118.14,1.07706,1038.14,0.0115,0.04697,0.0725
79.14,0.07584,0.033,1143.56,1.09583,1043.56,0.0277,0.03895,3.1572
4.21,0.00459,0.024,857.74,0.93462,917.74,0.0169,0.19044,0.1144
22.05,0.02717,0.027,831.51,1.02465,811.51,0.026,0.07838,0.1176
103.66,0.10433,0.032,1093.54,1.10065,993.54,0.0289,0.11648,0.6238
29.17,0.0273,0.033,1068.46,1.0,1068.46,0.0166,0.11224,0.4965
71.47,0.08654,0.023,885.85,1.07265,825.85,0.0254,0.13709,0.507
11.01,0.01263,0.024,851.84,0.97706,871.84,0.0156,0.2239,0.0647
0.38,0.00033,0.024,1120.68,0.98247,1140.68,0.0146,0.0383,0.1019
10.95,0.01174,0.024,892.32,0.9571,932.32,0.0255,0.12504,0.3318
99.74,0.1291,0.029,872.6,1.12943,772.6,0.0278,0.16095,0.106
17.18,0.02016,0.033,812.03,0.95305,852.03,0.0205,0.20387,0.2607
96.54,0.11775,0.026,919.85,1.12197,819.85,0.0119,0.08619,0.2496
0.0,0.0,0.022,1070.72,0.94694,1130.72,0.025,0.01593,0.3076
0.0,0.0,0.034,839.97,0.91304,919.97,0.024,0.09215,0.0543
132.45,0.12462,0.033,1142.84,1.07527,1062.84,0.0245,0.15617,2.8082
6.47,0.00605,0.024,1008.89,0.94387,1068.8899999999999,0.0133,0.15338,0.1784
0.89,0.00077,0.028,1128.94,0.98259,1148.94,0.0275,0.04485,0.1041
60.09,0.07647,0.031,845.76,1.07636,785.76,0.0263,0.16654,0.0565
0.29,0.00033,0.021,847.89,0.95495,887.89,0.0119,0.05836,0.2001
59.18,0.06963,0.03,909.9,1.0706,849.9,0.0161,0.01711,0.06
3.67,0.00336,0.031,1093.86,1.0,1093.86,0.0286,0.0225,0.1565
0.97,0.00091,0.022,1040.51,0.98114,1060.51,0.025,0.02463,0.3887
59.41,0.06081,0.027,1036.92,1.06142,976.9200000000001,0.0228,0.06019,0.1047
3.99,0.00451,0.021,864.6,0.97739,884.6,0.018,0.08446,0.1502
79.36,0.08204,0.033,1047.3,1.0827,967.3,0.027,0.08714,0.0769
13.24,0.01384,0.03,956.9,1.0,956.9,0.02,0.0397,2.8377
2.18,0.00183,0.03,1191.98,1.0,1191.98,0.0119,0.01823,0.4531
9.7,0.00985,0.032,945.1,0.95939,985.1,0.021,0.14471,0.2096
80.22,0.07365,0.022,1169.15,1.07345,1089.15,0.0263,0.08224,0.0748
78.81,0.09654,0.026,896.32,1.098,816.32,0.0197,0.05109,0.1659
12.52,0.01143,0.03,1094.94,1.0,1094.94,0.0259,0.09718,0.0902
44.91,0.05081,0.021,903.84,1.02263,883.84,0.0274,0.09477,0.8853
0.0,0.0,0.027,960.44,0.92311,1040.44,0.0225,0.01934,0.2877
3.85,0.00317,0.024,1135.74,0.9342,1215.74,0.0206,0.09764,0.3534
49.15,0.05125,0.033,938.96,0.97914,958.96,0.0299,0.18523,0.7533
59.93,0.0676,0.022,946.59,1.06768,886.59,0.0225,0.01937,0.085
0.0,0.0,0.022,813.07,0.91042,893.07,0.0248,0.04712,0.2567
3.14,0.00298,0.028,1054.49,1.0,1054.49,0.0157,0.02,0.4278
19.67,0.01699,0.025,1097.96,0.94818,1157.96,0.0151,0.25302,0.1484
39.35,0.03657,0.031,1116.09,1.03717,1076.09,0.0218,0.02434,0.0583
58.52,0.05768,0.033,1074.52,1.05914,1014.52,0.0198,0.03093,0.0962
96.75,0.10025,0.028,1065.12,1.10361,965.1199999999999,0.0119,0.06069,0.1777
59.87,0.06583,0.029,969.44,1.06597,909.44,0.0287,0.05906,0.0628
57.57,0.06117,0.027,1001.19,1.06375,941.19,0.0138,0.06587,0.1868
2.3,0.00257,0.026,893.36,1.0,893.36,0.0258,0.02682,0.0581
23.68,0.02995,0.022,810.78,1.02529,790.78,0.0228,0.06366,0.2873
57.69,0.07024,0.031,881.31,1.07305,821.31,0.0115,0.09892,0.6484
49.53,0.05309,0.022,973.03,1.04287,933.03,0.0257,0.11471,0.3021
21.0,0.0197,0.024,1086.1,1.01876,1066.1,0.0231,0.05113,0.1029
39.36,0.04562,0.021,902.72,1.04636,862.72,0.0102,0.07525,0.0707
0.02,2e-05,0.032,935.97,0.92126,1015.97,0.0206,0.08293,0.1205
37.46,0.03595,0.033,1082.04,1.03839,1042.04,0.0135,0.05718,0.1403
57.51,0.05911,0.024,1032.96,1.06167,972.96,0.0113,0.05683,0.1865
41.21,0.05055,0.034,835.22,1.02453,815.22,0.0212,0.11322,1.0176
55.57,0.05202,0.034,1148.22,1.07489,1068.22,0.0189,0.02856,1.3984
75.77,0.08102,0.032,915.21,0.97861,935.21,0.0268,0.1371,4.3659
2.42,0.00217,0.034,1075.47,0.96414,1115.47,0.0214,0.0713,0.2381
5.24,0.00509,0.025,1010.23,0.98059,1030.23,0.0144,0.04647,0.6369
36.21,0.03751,0.034,985.27,1.02072,965.27,0.0265,0.22728,0.0828
14.93,0.0163,0.022,896.07,0.97817,916.07,0.0174,0.14739,0.2028
32.32,0.03257,0.03,1032.34,1.04031,992.3399999999999,0.0195,0.02332,0.7087
59.36,0.05502,0.028,1138.96,1.05561,1078.96,0.0192,0.05378,0.0575
0.06,6e-05,0.024,1007.5,0.98054,1027.5,0.0217,0.02525,0.1425
69.25,0.06439,0.024,1155.43,1.07439,1075.43,0.0131,0.05062,1.07
0.0,0.0,0.027,892.2,0.91771,972.2,0.0161,0.0278,0.7095
23.3,0.02402,0.032,990.22,1.02061,970.22,0.0155,0.07027,0.2715
0.01,1e-05,0.02,1121.65,0.93342,1201.65,0.0183,0.04103,0.2965
58.11,0.0766,0.027,818.66,1.07909,758.66,0.0173,0.06544,0.2188
0.8,0.0007,0.028,1070.11,0.93044,1150.11,0.0197,0.06291,0.4854
63.39,0.05696,0.025,1172.82,1.05392,1112.82,0.023,0.06212,0.8381
90.03,0.11968,0.033,852.26,1.13293,752.26,0.0233,0.03805,0.9637
0.0,0.0,0.022,1188.68,0.93694,1268.68,0.0293,0.03209,0.1668
91.56,0.09121,0.031,1083.82,1.0797,1003.8199999999999,0.01,0.14705,0.9153
40.38,0.04589,0.026,919.96,1.04546,879.96,0.0237,0.08087,0.1332
80.67,0.07785,0.024,1116.18,1.07721,1036.18,0.0296,0.04518,0.1741
62.33,0.07367,0.028,906.08,1.07092,846.08,0.0214,0.1366,0.2056
28.5,0.03115,0.034,935.0,1.02186,915.0,0.0232,0.09933,0.2619
0.0,0.0,0.032,830.04,0.91209,910.04,0.0213,0.03999,0.1729
39.64,0.0521,0.026,800.83,1.05257,760.83,0.0209,0.07552,0.1416
6.96,0.00699,0.029,975.65,0.97991,995.65,0.0292,0.05065,0.5647
34.18,0.03093,0.028,1105.06,1.0,1105.06,0.0185,0.26217,0.0903
7.44,0.00602,0.032,1174.87,0.95141,1234.87,0.0175,0.10638,0.3306
6.72,0.00563,0.029,1193.94,1.0,1193.94,0.012,0.05327,0.0899
64.17,0.07413,0.029,925.65,1.06931,865.65,0.0218,0.22932,0.0825
37.28,0.03184,0.023,1110.89,0.94876,1170.89,0.0276,0.44703,0.0951
13.98,0.01508,0.022,907.22,0.97843,927.22,0.0144,0.13048,0.2379
16.97,0.01602,0.027,1059.01,1.0,1059.01,0.0236,0.11338,0.1299
91.01,0.09566,0.028,991.44,1.04204,951.44,0.0297,0.12216,2.418
40.27,0.03484,0.023,1195.77,1.03461,1155.77,0.0247,0.06395,0.0741
30.33,0.02914,0.021,1060.91,1.01921,1040.91,0.0157,0.11645,0.1575
0.0,0.0,0.034,953.68,0.94081,1013.68,0.0114,0.02375,0.3703
6.39,0.00535,0.032,1174.16,0.98325,1194.16,0.0133,0.0568,0.4128
58.68,0.06091,0.032,1023.35,1.06228,963.35,0.0172,0.08514,0.0866
0.0,0.0,0.034,1197.73,0.96768,1237.73,0.0141,0.04077,0.0661
54.73,0.05971,0.035,976.61,1.06546,916.61,0.0222,0.07033,2.1671
18.72,0.02384,0.023,805.26,1.02547,785.26,0.0152,0.03078,0.2489
0.03,3e-05,0.034,1038.62,0.92848,1118.62,0.0189,0.075,0.136
74.09,0.06682,0.023,1168.74,1.05412,1108.74,0.0231,0.23141,0.1224
100.37,0.11163,0.022,999.17,1.11121,899.17,0.0153,0.24382,0.0589
47.24,0.04077,0.024,1138.59,0.98274,1158.59,0.0125,0.2253,0.3257
22.95,0.02074,0.027,1126.76,1.01807,1106.76,0.0141,0.07045,0.1464
14.34,0.01382,0.032,977.43,0.94216,1037.4299999999998,0.0287,0.12577,0.5573
176.45,0.18088,0.021,1075.53,1.10251,975.53,0.0275,0.35486,0.6885
19.12,0.01775,0.021,1097.29,1.01857,1077.29,0.0114,0.02156,0.0826
34.78,0.03076,0.023,1150.8,1.01769,1130.8,0.0119,0.1286,0.1835
78.42,0.09296,0.034,923.62,1.09483,843.62,0.0136,0.05744,0.0794
21.61,0.02063,0.022,1067.29,1.0191,1047.29,0.0246,0.0164,0.5893
81.2,0.09548,0.035,930.42,1.09407,850.42,0.0291,0.22042,0.0786
27.87,0.02813,0.024,930.65,0.93943,990.65,0.0292,0.04865,6.1105
0.0,0.0,0.027,833.18,0.91239,913.18,0.0192,0.11595,0.0611
6.09,0.00615,0.028,990.95,1.0,990.95,0.03,0.04559,0.1108
52.45,0.04608,0.026,1198.25,1.05271,1138.25,0.0162,0.0336,0.6522
79.0,0.07938,0.025,1075.25,1.08038,995.25,0.0208,0.07999,0.1943
62.52,0.06727,0.022,989.32,1.06456,929.32,0.0251,0.14368,0.12
6.01,0.00642,0.023,915.53,0.97862,935.53,0.0142,0.07236,0.2989
5.55,0.00604,0.021,859.1,0.93472,919.1,0.0293,0.08994,0.559
25.53,0.02902,0.021,819.78,0.9318,879.78,0.01,0.20674,0.5511
56.48,0.06085,0.027,988.16,1.06464,928.16,0.013,0.01076,0.2419
9.4,0.00773,0.027,1176.74,0.96713,1216.74,0.0292,0.03553,1.8985
83.91,0.09507,0.034,962.6,1.09064,882.6,0.0286,0.15348,0.2958
39.0,0.03365,0.021,1178.99,1.01726,1158.99,0.0249,0.10118,0.3324
2.65,0.0026,0.026,958.91,0.94111,1018.91,0.0299,0.07489,0.4268
94.79,0.10161,0.035,1032.86,1.1072,932.8599999999999,0.0111,0.06274,0.2031
98.99,0.10499,0.021,1042.84,1.10606,942.8399999999999,0.0102,0.03098,0.0824
13.97,0.01696,0.025,843.84,1.02428,823.84,0.0162,0.01085,0.8088
62.8,0.06192,0.025,1074.21,1.05916,1014.21,0.0167,0.18447,0.0766
99.4,0.11546,0.023,960.87,1.11616,860.87,0.0133,0.03261,0.0564
79.37,0.06746,0.027,1176.48,1.0,1176.48,0.0216,0.40447,0.1793
0.0,0.0,0.027,1134.07,0.96593,1174.07,0.0118,0.00964,0.5622
9.02,0.00801,0.022,1066.67,0.94675,1126.67,0.0275,0.05692,1.2696
47.63,0.05647,0.023,823.52,0.97629,843.52,0.0193,0.28447,0.3767
5.37,0.00431,0.026,1165.21,0.93575,1245.21,0.0112,0.14098,0.2047
78.54,0.09605,0.032,897.73,1.09783,817.73,0.0235,0.08514,0.1574
0.36,0.00034,0.022,1030.39,0.96263,1070.39,0.0272,0.06593,0.1055
0.98,0.0008,0.03,1150.23,0.93497,1230.23,0.0148,0.10712,0.152
9.66,0.00988,0.022,958.21,0.97955,978.21,0.0265,0.07407,0.3707
39.65,0.04962,0.029,819.0,1.02503,799.0,0.022,0.20038,0.2083
0.0,0.0,0.032,1115.71,0.94897,1175.71,0.0118,0.04984,0.0901
65.78,0.06037,0.033,1149.64,1.05506,1089.64,0.0279,0.12103,0.2652
0.0,0.0,0.035,876.98,0.95638,916.98,0.0177,0.04356,0.0758
7.78,0.0072,0.027,1079.98,1.0,1079.98,0.0227,0.04855,0.152
18.88,0.01681,0.025,1063.31,0.94659,1123.31,0.0276,0.25481,0.1445
18.95,0.0199,0.03,972.45,1.021,952.45,0.0147,0.04484,0.1689
36.65,0.0368,0.025,1035.91,1.04016,995.9100000000001,0.0102,0.03528,0.2188
60.07,0.05878,0.033,1021.87,1.0,1021.87,0.0263,0.16413,0.9446
41.11,0.03765,0.029,1051.96,0.96337,1091.96,0.0268,0.11659,1.568
33.48,0.029,0.021,1174.67,1.01732,1154.67,0.024,0.07554,0.3736
10.25,0.0111,0.024,923.36,1.0,923.36,0.0236,0.06692,0.1753
78.79,0.09434,0.033,915.14,1.09579,835.14,0.0151,0.15018,0.0846
139.37,0.14246,0.028,1038.29,1.06133,978.29,0.0256,0.18186,2.7922
42.55,0.04007,0.03,1081.84,1.01884,1061.84,0.0233,0.11972,0.4406
98.65,0.11428,0.026,963.21,1.11585,863.21,0.025,0.07312,0.4515
55.21,0.06791,0.023,872.95,1.07381,812.95,0.0125,0.0184,0.4866
96.85,0.12048,0.034,903.87,1.1244,803.87,0.0178,0.12732,0.2343
47.3,0.05363,0.028,922.01,1.04535,882.01,0.0255,0.23141,0.0695
61.91,0.07614,0.034,873.13,1.07379,813.13,0.0219,0.08799,3.6152
79.29,0.09584,0.029,907.28,1.0967,827.28,0.0282,0.03078,0.2408
98.67,0.1031,0.029,1057.05,1.10449,957.05,0.0283,0.05927,0.3877
99.8,0.10403,0.026,1059.34,1.10424,959.3399999999999,0.0273,0.05147,0.1506
0.0,0.0,0.031,804.3,0.90953,884.3,0.0269,0.0697,0.0559
0.78,0.00061,0.029,1191.23,0.93707,1271.23,0.0212,0.04635,0.7621
39.33,0.04729,0.034,851.75,1.02405,831.75,0.0112,0.10209,2.7195
15.4,0.01715,0.03,858.04,0.95546,898.04,0.0273,0.07925,1.4463
0.08,7e-05,0.027,1047.98,0.94585,1107.98,0.0162,0.05505,0.1975
0.0,0.0,0.027,837.47,0.95441,877.47,0.0171,0.01439,0.2319
74.14,0.07936,0.028,1014.24,1.08563,934.24,0.019,0.07042,1.8965
26.65,0.02697,0.03,1008.19,1.02024,988.19,0.0262,0.05175,0.6871
41.13,0.04439,0.027,966.52,1.04317,926.52,0.0263,0.04474,0.7041
16.07,0.0164,0.029,959.97,0.97959,979.97,0.0278,0.12595,0.2642
42.23,0.04186,0.022,1048.81,1.03965,1008.81,0.0286,0.09559,0.1085
96.0,0.11403,0.032,941.88,1.11878,841.88,0.0206,0.03524,0.3152
0.02,2e-05,0.031,927.25,0.93923,987.25,0.0162,0.09054,0.0657
40.03,0.05086,0.03,827.09,1.05082,787.09,0.029,0.0997,0.0592
101.78,0.1395,0.028,829.61,1.13706,729.61,0.014,0.1352,1.9191
45.29,0.04483,0.03,1050.29,1.03959,1010.29,0.0191,0.12552,0.169
0.0,0.0,0.033,958.22,0.92295,1038.22,0.0124,0.07018,0.1371
0.17,0.00017,0.022,937.17,0.92135,1017.17,0.0235,0.10184,0.1315
0.0,0.0,0.027,1156.21,0.93529,1236.21,0.0295,0.05975,0.0762
80.05,0.09955,0.028,884.08,1.09949,804.08,0.0279,0.09966,0.2955
100.56,0.0926,0.021,1185.97,1.09208,1085.97,0.0238,0.08159,0.2698
77.63,0.08922,0.029,950.14,1.09194,870.14,0.0177,0.0459,0.1955
9.42,0.00799,0.033,1139.48,0.96609,1179.48,0.015,0.10605,0.2886
46.08,0.05319,0.025,906.33,1.04617,866.33,0.0225,0.17433,0.1104
47.01,0.05005,0.035,999.31,1.06388,939.31,0.0144,0.04334,0.6839
0.0,0.0,0.024,904.45,0.95765,944.45,0.0297,0.01879,0.3083
9.31,0.00769,0.031,1151.09,0.95046,1211.09,0.0105,0.11381,0.3814
98.07,0.0892,0.034,1199.43,1.09096,1099.43,0.0239,0.07678,0.1343
43.31,0.0384,0.021,1167.88,1.03546,1127.88,0.0105,0.07385,0.414
91.22,0.12547,0.02,807.04,1.11004,727.04,0.0262,0.1612,0.5756
45.78,0.05605,0.032,856.73,1.04898,816.73,0.0242,0.07863,1.1443
56.3,0.05128,0.032,1157.92,1.05465,1097.92,0.0167,0.06783,0.2972
1.23,0.00109,0.029,1110.28,0.98231,1130.28,0.0292,0.03382,0.228
0.0,0.0,0.029,982.02,0.92467,1062.02,0.0281,0.03477,0.1714
0.0,0.0,0.031,958.52,0.94109,1018.52,0.0122,0.01361,0.0856
21.28,0.02216,0.02,960.47,1.0,960.47,0.0147,0.13162,0.1872
96.75,0.09463,0.03,1122.4,1.09781,1022.4000000000001,0.0118,0.1221,0.339
18.97,0.02065,0.026,918.78,1.0,918.78,0.0271,0.14212,0.1327
4.34,0.00391,0.021,1050.83,0.94599,1110.83,0.0231,0.17506,0.0912
72.88,0.07222,0.027,1089.08,1.07928,1009.0799999999999,0.018,0.01888,0.6419
9.07,0.00986,0.03,879.62,0.9565,919.62,0.012,0.132,0.2894
0.0,0.0,0.028,824.5,0.93217,884.5,0.0244,0.09527,0.0558
83.54,0.08494,0.021,1023.48,1.04067,983.48,0.0226,0.24957,0.3837
1.03,0.0012,0.03,821.8,0.95359,861.8,0.0172,0.11235,0.094
0.0,0.0,0.031,910.71,0.93819,970.71,0.0268,0.02469,0.3812
38.28,0.0399,0.027,999.49,1.04169,959.49,0.02,0.03107,0.2234
20.91,0.0192,0.023,1009.11,0.92655,1089.1100000000001,0.0286,0.15556,0.6036
99.33,0.11966,0.024,930.09,1.12047,830.09,0.0234,0.07534,0.2331
36.32,0.03876,0.023,897.13,0.95732,937.13,0.0286,0.2388,0.3767
39.8,0.04817,0.027,866.2,1.04841,826.2,0.025,0.06181,0.0787
0.32,0.00027,0.035,1143.48,0.95014,1203.48,0.0258,0.07479,0.1315
19.08,0.01698,0.03,1143.92,1.01779,1123.92,0.0259,0.00918,0.1769
100.61,0.12583,0.023,899.56,1.12507,799.56,0.0274,0.14571,0.1644
101.31,0.10888,0.029,1030.48,1.10747,930.48,0.0194,0.22125,0.106
0.0,0.0,0.026,1125.47,0.93364,1205.47,0.0181,0.0289,0.3686
31.81,0.02741,0.022,1160.32,1.0,1160.32,0.0138,0.09985,0.5658
97.04,0.10116,0.029,1059.28,1.10424,959.28,0.0136,0.02741,0.1682
24.96,0.0281,0.02,868.27,0.97748,888.27,0.017,0.27782,0.1237
78.43,0.09309,0.023,922.51,1.09495,842.51,0.0186,0.03084,0.2846
0.5,0.00047,0.033,1024.52,0.96242,1064.52,0.0257,0.0414,0.3508
14.05,0.01349,0.025,1021.31,0.98079,1041.31,0.0293,0.0946,0.3264
51.68,0.04592,0.024,1125.39,1.0,1125.39,0.0266,0.2427,0.2249
0.1,0.0001,0.031,911.41,0.91931,991.41,0.022,0.07312,0.2499
99.99,0.10969,0.023,1011.57,1.1097,911.57,0.0254,0.03356,0.0662
47.48,0.05561,0.027,833.74,0.97657,853.74,0.0212,0.17199,1.0989
99.63,0.12758,0.028,880.93,1.12805,780.93,0.0165,0.23012,0.0682
0.0,0.0,0.028,1037.64,0.96288,1077.64,0.0263,0.02092,0.2512
63.53,0.05785,0.024,1118.15,1.01821,1098.15,0.0172,0.10991,1.6139
6.73,0.0061,0.029,1062.63,0.96372,1102.63,0.0199,0.10188,0.2429
98.56,0.09802,0.023,1105.55,1.09945,1005.55,0.017,0.09627,0.4315
1.26,0.00111,0.023,1097.19,0.96483,1137.19,0.0183,0.02787,1.1533
16.65,0.01777,0.024,936.86,1.0,936.86,0.0166,0.10842,0.1832
9.23,0.008,0.023,1094.43,0.94803,1154.43,0.0252,0.11356,0.3486
99.47,0.12534,0.021,893.59,1.12601,793.59,0.0133,0.1131,0.0648
55.85,0.04818,0.026,1119.22,0.96549,1159.22,0.0273,0.32113,0.2603
26.39,0.02857,0.029,943.67,1.02165,923.67,0.0214,0.06643,0.4806
101.02,0.10308,0.035,1079.98,1.10204,979.98,0.0221,0.11767,10.6211
31.2,0.0273,0.023,1122.94,0.9825,1142.94,0.0247,0.04362,4.1542
35.01,0.04444,0.029,807.82,1.02539,787.82,0.0196,0.06722,4.9416
0.12,0.00011,0.034,987.66,0.94273,1047.6599999999999,0.0213,0.06307,0.1867
5.17,0.0043,0.021,1121.04,0.93339,1201.04,0.0283,0.07695,0.6245
1.62,0.0017,0.028,931.47,0.97898,951.47,0.0245,0.04779,0.2032
31.16,0.03826,0.023,834.53,1.02455,814.53,0.0239,0.09059,0.436
3.31,0.00273,0.032,1171.78,0.96699,1211.78,0.0143,0.05372,0.5522
58.39,0.06061,0.034,1023.38,1.06228,963.38,0.0204,0.09072,0.2072
