C,C/K,D,S,S/K,k,r,sigma,t
70.78,0.0659,0.024,1093.98,1.01862,1073.98,0.0126,0.13191,1.6471
85.55,0.09644,0.03,967.04,1.09019,887.04,0.0206,0.18921,0.2309
40.01,0.04139,0.023,1006.63,1.04138,966.63,0.0133,0.07398,0.215
56.12,0.06984,0.031,863.57,1.07467,803.57,0.0188,0.07562,0.9472
22.85,0.0209,0.034,1013.44,0.92684,1093.44,0.0118,0.18314,0.5766
39.75,0.05017,0.033,832.38,1.05048,792.38,0.0145,0.09249,0.3204
19.84,0.02141,0.023,926.76,1.0,926.76,0.0208,0.08404,0.434
99.4,0.11766,0.025,944.81,1.11837,844.81,0.0226,0.04483,0.1332
0.07,6e-05,0.028,1104.02,0.94845,1164.02,0.0266,0.04571,0.2407
1.6,0.00134,0.029,1131.67,0.94965,1191.67,0.0241,0.06355,0.3599
1.93,0.0021,0.022,900.59,0.97827,920.59,0.0122,0.08461,0.0783
78.82,0.08157,0.033,1046.27,1.08279,966.27,0.0146,0.11671,0.0588
0.0,0.0,0.035,977.35,0.92434,1057.35,0.0246,0.04425,0.0523
5.28,0.0054,0.029,918.44,0.93868,978.44,0.0203,0.24587,0.0698
49.49,0.04167,0.022,1187.67,1.0,1187.67,0.0113,0.13059,0.7919
36.93,0.03581,0.035,1071.2,1.03879,1031.2,0.0122,0.06744,0.2678
0.38,0.00044,0.028,835.52,0.97662,855.52,0.0146,0.03139,0.3268
15.11,0.01345,0.021,1123.28,1.0,1123.28,0.0114,0.11255,0.0963
41.87,0.03657,0.03,1184.98,1.03494,1144.98,0.0274,0.05429,0.4043
60.75,0.07587,0.03,860.7,1.07493,800.7,0.029,0.14927,0.0969
0.0,0.0,0.034,1035.52,0.98105,1055.52,0.0167,0.02147,0.1039
29.78,0.0331,0.031,919.67,1.02223,899.67,0.0266,0.09161,0.3382
4.99,0.00546,0.023,894.72,0.97814,914.72,0.0179,0.10002,0.1244
5.96,0.00581,0.02,965.15,0.94147,1025.15,0.0287,0.0381,1.9589
79.8,0.08608,0.024,1007.02,1.0863,927.02,0.0243,0.02854,0.1239
47.09,0.05036,0.03,935.14,1.0,935.14,0.0197,0.27529,0.2225
0.26,0.00022,0.03,1113.25,0.94886,1173.25,0.0113,0.06549,0.1798
62.1,0.06288,0.022,1047.53,1.06076,987.53,0.0289,0.03845,0.3794
4.28,0.00399,0.034,1033.55,0.96274,1073.55,0.0293,0.07537,0.3215
6.68,0.00707,0.02,885.4,0.93653,945.4,0.0147,0.16329,0.2035
0.0,0.0,0.024,898.3,0.93739,958.3,0.0201,0.03934,0.0754
19.53,0.02176,0.031,897.49,1.0,897.49,0.019,0.13874,0.1706
44.54,0.04265,0.025,1064.43,1.01915,1044.43,0.0294,0.20168,0.1546
0.1,0.0001,0.022,879.49,0.89791,979.49,0.0126,0.1357,0.1089
0.23,0.00018,0.026,1181.54,0.93659,1261.54,0.0142,0.07742,0.1685
14.15,0.0148,0.029,956.37,1.0,956.37,0.0228,0.09635,0.1593
16.2,0.01753,0.022,863.98,0.93506,923.98,0.0137,0.11535,1.0418
19.58,0.01695,0.032,1174.99,1.01732,1154.99,0.0265,0.03285,0.0998
0.02,2e-05,0.025,1181.26,0.93657,1261.26,0.0243,0.07478,0.0966
41.08,0.03519,0.021,1127.33,0.96573,1167.33,0.0299,0.22049,0.3298
81.61,0.08199,0.028,1075.35,1.08037,995.3499999999999,0.0246,0.10718,0.3437
85.04,0.11386,0.031,846.86,1.13389,746.86,0.0138,0.05196,0.973
192.77,0.16911,0.027,1099.91,0.96491,1139.91,0.0252,0.85706,0.3188
0.05,5e-05,0.023,1043.91,0.94565,1103.91,0.025,0.04563,0.2391
0.4,0.00036,0.025,1105.3,0.98223,1125.3,0.0272,0.03836,0.0962
102.6,0.11375,0.02,1002.0,1.11086,902.0,0.0261,0.06971,0.6226
115.74,0.09758,0.032,1186.07,1.0,1186.07,0.0235,0.30114,0.7346
2.83,0.0028,0.034,1010.14,1.0,1010.14,0.0213,0.02665,0.1043
41.46,0.04258,0.03,973.68,1.0,973.68,0.0286,0.35466,0.0914
37.81,0.04782,0.029,830.63,1.05059,790.63,0.0113,0.03757,0.1449
79.52,0.08866,0.023,976.87,1.0892,896.87,0.0223,0.03423,0.1961
7.18,0.00734,0.022,958.2,0.97955,978.2,0.0127,0.11171,0.1297
59.51,0.06959,0.032,915.11,1.07017,855.11,0.016,0.10605,0.3937
28.96,0.03081,0.021,960.1,1.02127,940.1,0.0179,0.07675,0.3929
81.46,0.07798,0.022,1104.6,1.05744,1044.6,0.0127,0.20172,0.3113
42.97,0.05643,0.029,801.42,1.05253,761.42,0.0101,0.11853,0.33
0.0,0.0,0.029,879.72,0.91664,959.72,0.0108,0.02431,0.0888
64.76,0.063,0.025,1067.98,1.03891,1027.98,0.0248,0.1341,0.5849
23.02,0.01937,0.025,1108.5,0.93269,1188.5,0.0189,0.20505,0.3411
15.59,0.01677,0.032,889.59,0.95697,929.59,0.0265,0.06294,2.7496
25.73,0.02776,0.024,946.8,1.02158,926.8,0.0252,0.07545,0.2251
0.6,0.00047,0.025,1187.63,0.92234,1287.63,0.0205,0.15581,0.076
0.56,0.00053,0.022,984.71,0.92486,1064.71,0.0147,0.09036,0.2283
60.87,0.06303,0.023,1025.76,1.06213,965.76,0.0244,0.08156,0.2159
156.14,0.16657,0.029,1037.37,1.10668,937.3699999999999,0.0172,0.17095,6.0996
98.19,0.09516,0.022,1131.83,1.09692,1031.83,0.0102,0.03576,0.126
11.08,0.01085,0.029,1021.19,1.0,1021.19,0.014,0.05207,0.4659
99.62,0.09969,0.03,1099.25,1.10008,999.25,0.02,0.19624,0.0529
99.56,0.09567,0.03,1140.71,1.09609,1040.71,0.0291,0.08386,0.1145
51.8,0.06028,0.032,899.26,1.04655,859.26,0.0287,0.11119,0.5813
11.31,0.0117,0.025,926.57,0.95862,966.57,0.0219,0.0743,0.9933
0.0,0.0,0.021,1198.61,0.95233,1258.61,0.0129,0.0438,0.0937
59.29,0.05649,0.024,1109.62,1.05716,1049.62,0.0197,0.06508,0.1343
2.05,0.00233,0.034,859.15,0.97725,879.15,0.0103,0.08889,0.0867
40.32,0.03681,0.02,1035.24,0.94522,1095.24,0.0152,0.23966,0.4367
37.05,0.03407,0.028,1087.36,1.0,1087.36,0.0242,0.16666,0.2748
0.0,0.0,0.028,871.6,0.91593,951.6,0.0199,0.04952,0.0571
0.0,0.0,0.028,1074.09,0.91483,1174.09,0.0136,0.09122,0.0562
15.52,0.01561,0.035,974.29,0.97989,994.29,0.0237,0.10741,0.3812
57.83,0.07618,0.031,819.14,1.07904,759.14,0.0205,0.04004,0.2216
1.04,0.00114,0.023,871.31,0.95611,911.31,0.0143,0.04599,0.5706
28.17,0.02706,0.029,1061.19,1.01921,1041.19,0.0233,0.06024,0.578
69.03,0.07634,0.025,984.25,1.08847,904.25,0.0129,0.05936,1.2092
13.53,0.01331,0.025,1016.18,1.0,1016.18,0.0199,0.07768,0.2006
76.08,0.07788,0.024,1016.95,1.04094,976.95,0.0223,0.32273,0.179
0.23,0.00019,0.02,1157.96,0.95074,1217.96,0.0155,0.05523,0.2086
0.07,6e-05,0.021,1111.89,0.96527,1151.89,0.0174,0.06675,0.0547
6.47,0.00771,0.035,839.35,1.0,839.35,0.0161,0.06343,0.1218
7.71,0.00713,0.033,1061.06,0.9815,1081.06,0.0154,0.0744,0.3139
84.13,0.07935,0.028,1140.28,1.07545,1060.28,0.0208,0.11979,0.4051
41.95,0.05393,0.022,817.88,1.05142,777.88,0.028,0.14511,0.0784
79.49,0.09885,0.028,884.11,1.09949,804.11,0.026,0.03155,0.1329
38.66,0.04391,0.029,920.38,1.04543,880.38,0.0245,0.02385,0.2633
0.0,0.0,0.031,997.42,0.94326,1057.42,0.0293,0.05337,0.1032
0.39,0.00032,0.033,1120.62,0.93337,1200.62,0.0186,0.07081,0.2716
246.67,0.23846,0.022,1054.41,1.01933,1034.41,0.0254,0.33627,3.2983
59.01,0.06827,0.031,924.34,1.06942,864.34,0.0158,0.04627,0.0661
1.81,0.00155,0.03,1064.74,0.91414,1164.74,0.0234,0.06718,0.8527
98.29,0.10093,0.025,1073.86,1.10268,973.8599999999999,0.0132,0.01959,0.1225
1.37,0.00115,0.027,1174.82,0.98326,1194.82,0.028,0.01274,1.4061
39.37,0.03887,0.022,1032.82,1.01975,1012.8199999999999,0.0118,0.16953,0.1828
0.69,0.00065,0.024,1040.14,0.98113,1060.14,0.0171,0.02685,0.3552
78.98,0.0974,0.032,890.87,1.09866,810.87,0.0204,0.03773,0.0855
39.79,0.04381,0.03,948.3,1.04404,908.3,0.0281,0.01916,0.0736
6.99,0.00717,0.024,974.56,1.0,974.56,0.0243,0.02918,0.3804
3.6,0.00316,0.02,1080.35,0.94738,1140.35,0.0118,0.15782,0.0967
5.5,0.00474,0.032,1140.25,0.98276,1160.25,0.0146,0.04076,1.2468
0.92,0.00075,0.031,1149.2,0.93492,1229.2,0.0212,0.11718,0.1209
99.59,0.12514,0.032,895.83,1.12565,795.83,0.0296,0.14719,0.0894
11.24,0.01038,0.023,1002.49,0.9261,1082.49,0.0166,0.12346,0.6135
0.0,0.0,0.033,854.69,0.9344,914.69,0.0151,0.04964,0.1565
34.42,0.04311,0.022,818.5,1.02505,798.5,0.0156,0.07619,1.318
2.3,0.00205,0.024,1099.54,0.98214,1119.54,0.0276,0.03069,0.3966
99.4,0.10724,0.02,1026.86,1.10789,926.8599999999999,0.0192,0.08366,0.2589
84.61,0.09318,0.023,988.0,1.08811,908.0,0.0242,0.21075,0.1285
19.13,0.01848,0.022,1055.16,1.01932,1035.16,0.0116,0.03566,0.425
1.09,0.00105,0.032,977.5,0.94217,1037.5,0.0124,0.05392,0.748
84.92,0.08017,0.024,1139.19,1.07553,1059.19,0.0242,0.12453,0.3
2.05,0.00246,0.029,812.51,0.97598,832.51,0.026,0.08328,0.1007
17.04,0.01396,0.02,1160.95,0.95086,1220.95,0.012,0.11738,0.5692
0.6,0.00058,0.021,938.76,0.90373,1038.76,0.0271,0.09595,0.3023
0.01,1e-05,0.021,1189.75,0.937,1269.75,0.0139,0.07613,0.0842
36.97,0.03265,0.032,1172.2,1.03533,1132.2,0.0207,0.02581,0.2178
98.23,0.11115,0.023,983.78,1.11315,883.78,0.0104,0.07287,0.132
0.0,0.0,0.032,1003.25,0.90936,1103.25,0.023,0.04394,0.1032
0.1,9e-05,0.022,1030.87,0.96265,1070.87,0.0227,0.0599,0.0852
2.12,0.00179,0.024,1165.99,0.98314,1185.99,0.0206,0.03941,0.2354
0.51,0.00045,0.026,1065.89,0.93019,1145.89,0.0288,0.15269,0.0641
1.28,0.00112,0.025,1079.46,0.94734,1139.46,0.0183,0.08386,0.2003
0.0,0.0,0.026,900.04,0.9,1000.04,0.016,0.03025,0.0635
12.47,0.011,0.026,1093.18,0.9647,1133.18,0.0113,0.2339,0.0752
98.18,0.13616,0.034,821.06,1.13868,721.06,0.0133,0.12815,0.0997
20.3,0.01932,0.026,1030.74,0.98097,1050.74,0.0161,0.10652,0.5089
49.76,0.04769,0.028,1063.46,1.01917,1043.46,0.019,0.14302,0.4943
0.53,0.00061,0.03,810.22,0.93105,870.22,0.0179,0.12849,0.1023
0.0,0.0,0.026,1073.0,0.94704,1133.0,0.0175,0.05322,0.1057
0.0,0.0,0.021,969.85,0.90653,1069.85,0.0266,0.06354,0.1092
0.08,8e-05,0.02,941.09,0.95923,981.09,0.0129,0.05848,0.1048
0.0,0.0,0.028,890.78,0.89907,990.78,0.0144,0.0593,0.0699
0.0,0.0,0.026,823.68,0.89174,923.68,0.018,0.07466,0.222
3.76,0.00369,0.023,998.33,0.98036,1018.33,0.0225,0.11024,0.0615
59.7,0.06771,0.026,941.7,1.06805,881.7,0.0225,0.02158,0.0643
0.01,1e-05,0.022,1111.24,0.93284,1191.24,0.0247,0.06068,0.1302
4.39,0.00444,0.029,948.3,0.95953,988.3,0.0227,0.1513,0.0927
10.15,0.00892,0.026,1137.5,1.0,1137.5,0.0186,0.0477,0.2736
20.83,0.01855,0.03,1143.06,1.01781,1123.06,0.0128,0.06305,0.1059
4.22,0.00339,0.027,1184.32,0.95178,1244.32,0.0246,0.13924,0.1136
18.71,0.01588,0.034,1157.9,0.98302,1177.9,0.0179,0.11221,0.3341
51.23,0.05197,0.03,925.8,0.93914,985.8,0.0223,0.10601,7.5714
0.29,0.00029,0.024,972.56,0.9605,1012.56,0.0214,0.062,0.1285
97.64,0.10991,0.022,988.4,1.11256,888.4,0.0165,0.03692,0.335
27.65,0.02365,0.023,1189.34,1.0171,1169.34,0.019,0.11323,0.0909
7.42,0.00616,0.025,1164.74,0.9668,1204.74,0.0231,0.03978,1.5275
0.02,2e-05,0.028,826.4,0.89206,926.4,0.0295,0.14926,0.0681
14.92,0.01753,0.031,831.0,0.9765,851.0,0.0235,0.09993,0.5653
5.1,0.00582,0.025,876.08,1.0,876.08,0.01,0.05746,0.078
63.01,0.07158,0.026,920.3,1.04544,880.3,0.0256,0.10063,1.3979
108.52,0.098,0.031,1147.38,1.03612,1107.38,0.0299,0.1562,1.8224
24.01,0.02325,0.022,1012.9,0.98064,1032.9,0.0299,0.16133,0.2421
80.39,0.08387,0.029,1038.51,1.08346,958.51,0.0268,0.14842,0.099
11.21,0.01201,0.035,873.05,0.93569,933.05,0.0184,0.188,0.2539
68.62,0.07395,0.031,967.89,1.04311,927.89,0.0252,0.0899,3.8545
2.99,0.00239,0.034,1153.06,0.9202,1253.06,0.0189,0.18754,0.1107
39.55,0.04893,0.033,848.3,1.04949,808.3,0.0247,0.0548,0.0564
58.64,0.07085,0.028,887.65,1.07249,827.65,0.0123,0.06662,0.0933
87.65,0.09491,0.034,1023.52,1.10828,923.52,0.0272,0.0321,1.3272
8.39,0.00723,0.03,1160.44,1.0,1160.44,0.0173,0.07032,0.0757
61.83,0.06232,0.024,1052.06,1.06048,992.06,0.029,0.14831,0.0804
39.65,0.03775,0.034,1090.32,1.03808,1050.32,0.0284,0.06745,0.0941
1.54,0.00162,0.025,848.49,0.89457,948.49,0.0133,0.06106,1.7725
18.91,0.01622,0.028,1185.85,1.01715,1165.85,0.0112,0.04074,0.3608
52.47,0.04825,0.034,1147.39,1.05518,1087.39,0.023,0.05131,1.0724
92.69,0.11351,0.022,896.57,1.09797,816.57,0.0166,0.1982,0.4189
64.26,0.07864,0.034,877.14,1.07343,817.14,0.0225,0.25182,0.0798
4.76,0.00397,0.026,1197.79,1.0,1197.79,0.0297,0.03006,0.1002
0.0,0.0,0.026,950.69,0.92238,1030.69,0.0108,0.02566,0.1868
11.64,0.01185,0.033,982.47,1.0,982.47,0.0268,0.06644,0.2266
27.1,0.02354,0.03,1091.25,0.94788,1151.25,0.0247,0.25841,0.2047
2.48,0.00211,0.027,1116.86,0.94902,1176.86,0.0248,0.09973,0.1809
0.47,0.00038,0.028,1175.44,0.95143,1235.44,0.0205,0.10197,0.0749
7.35,0.00655,0.025,1122.5,1.0,1122.5,0.02,0.05316,0.1034
5.56,0.00553,0.03,904.91,0.90049,1004.91,0.0148,0.19606,0.2311
97.35,0.11,0.034,985.01,1.11299,885.01,0.0272,0.06112,0.2842
80.12,0.07323,0.026,1174.1,1.07312,1094.1,0.0179,0.13344,0.1151
79.81,0.07736,0.02,1111.68,1.07754,1031.68,0.0192,0.0763,0.0773
16.29,0.0164,0.033,973.45,0.97987,993.45,0.0299,0.07907,0.7181
99.52,0.09054,0.024,1199.18,1.09098,1099.18,0.0212,0.10335,0.0937
114.12,0.11382,0.021,1082.66,1.07979,1002.6600000000001,0.0229,0.19265,0.7129
61.7,0.08074,0.025,824.22,1.07851,764.22,0.0257,0.20241,0.0758
0.0,0.0,0.027,844.05,0.93363,904.05,0.0197,0.0335,0.3949
28.59,0.02616,0.03,1053.09,0.96341,1093.09,0.0175,0.0994,1.717
80.22,0.0802,0.027,1080.31,1.07998,1000.31,0.0191,0.18649,0.0565
4.63,0.00426,0.032,1047.35,0.96321,1087.35,0.026,0.15456,0.0759
39.09,0.03429,0.03,1159.92,1.01755,1139.92,0.0139,0.15186,0.1892
25.53,0.02529,0.025,1009.44,1.0,1009.44,0.0166,0.24734,0.0674
23.48,0.01985,0.028,1182.71,1.0,1182.71,0.0256,0.19063,0.069
35.01,0.03176,0.031,1102.19,1.0,1102.19,0.0119,0.18972,0.1992
10.65,0.01202,0.03,885.67,1.0,885.67,0.0237,0.09521,0.1065
19.05,0.02427,0.035,804.97,1.02548,784.97,0.0238,0.01429,0.1004
6.83,0.00591,0.021,1154.74,1.0,1154.74,0.0195,0.0266,0.3427
0.03,3e-05,0.027,926.1,0.92049,1006.1,0.0143,0.05832,0.2959
0.71,0.0007,0.026,927.87,0.92062,1007.87,0.026,0.14628,0.1027
2.88,0.00272,0.031,1017.1,0.96216,1057.1,0.0254,0.0749,0.2538
75.07,0.09245,0.024,892.04,1.09852,812.04,0.0227,0.03586,1.8772
94.14,0.08969,0.023,1149.64,1.09527,1049.64,0.0146,0.04941,0.5424
62.8,0.06352,0.023,1068.71,1.08091,988.71,0.0127,0.03702,1.6706
100.21,0.09431,0.024,1162.52,1.09412,1062.52,0.0273,0.05099,0.1873
0.0,0.0,0.022,914.25,0.97859,934.25,0.0283,0.02835,0.0691
60.97,0.06894,0.03,944.37,1.06784,884.37,0.0144,0.1816,0.0764
73.58,0.08098,0.03,988.66,1.08804,908.66,0.014,0.029,0.3821
38.31,0.0352,0.032,1128.31,1.03675,1088.31,0.0239,0.03636,0.175
39.48,0.03896,0.022,1053.38,1.03947,1013.3800000000001,0.0121,0.07539,0.0926
98.58,0.11663,0.022,945.23,1.11831,845.23,0.0181,0.07612,0.264
71.36,0.07175,0.035,1074.54,1.08044,994.54,0.0112,0.05473,0.3352
20.33,0.01802,0.031,1148.33,1.01773,1128.33,0.0233,0.05477,0.0708
0.0,0.0,0.025,840.74,0.93339,900.74,0.0264,0.03213,0.3106
59.15,0.05785,0.028,1082.53,1.05868,1022.53,0.0239,0.06374,0.3337
55.11,0.05046,0.031,1152.14,1.05494,1092.14,0.0101,0.06473,0.2374
60.33,0.06184,0.022,1035.53,1.06151,975.53,0.0157,0.12684,0.0904
88.22,0.11589,0.024,841.24,1.10509,761.24,0.023,0.27713,0.1569
28.62,0.02713,0.022,1035.01,0.98104,1055.01,0.0229,0.09391,0.9441
0.0,0.0,0.024,1107.75,0.94862,1167.75,0.0236,0.03566,0.1229
76.35,0.08834,0.034,944.24,1.09257,864.24,0.028,0.04096,0.4682
5.2,0.00562,0.026,824.95,0.89189,924.95,0.0123,0.3469,0.0817
39.93,0.05137,0.023,817.25,1.05146,777.25,0.0229,0.05433,0.0705
36.86,0.03057,0.026,1125.8,0.93365,1205.8,0.0191,0.34013,0.1988
1.43,0.00167,0.028,838.84,0.97671,858.84,0.0295,0.06665,0.112
86.76,0.09967,0.022,830.51,0.95405,870.51,0.0146,0.22901,2.2264
0.31,0.00025,0.031,1184.08,0.93671,1264.08,0.0267,0.12584,0.0663
0.0,0.0,0.033,877.03,0.95638,917.03,0.0146,0.01212,0.7151
221.52,0.26178,0.024,926.21,1.09454,846.21,0.0281,0.33371,2.6355
74.84,0.0788,0.021,849.75,0.89471,949.75,0.0206,0.4678,0.5087
9.71,0.00954,0.026,957.38,0.94102,1017.38,0.0113,0.13191,0.3954
0.95,0.00101,0.033,920.63,0.97874,940.63,0.017,0.07454,0.0622
0.01,1e-05,0.03,1107.66,0.98226,1127.66,0.0291,0.02566,0.062
137.74,0.1629,0.023,945.54,1.11827,845.54,0.0272,0.26315,0.6999
0.27,0.00027,0.034,957.49,0.94103,1017.49,0.0168,0.09324,0.1139
36.87,0.03856,0.024,976.13,1.02092,956.13,0.0185,0.09965,0.5254
6.36,0.00531,0.026,1138.09,0.94992,1198.09,0.0233,0.14095,0.16
113.3,0.11094,0.024,1121.26,1.09792,1021.26,0.0159,0.11403,2.0066
69.76,0.05769,0.02,1189.12,0.98346,1209.12,0.0181,0.28722,0.3413
77.32,0.09177,0.033,922.51,1.09495,842.51,0.0219,0.0925,1.3839
1.42,0.00137,0.034,1017.16,0.98072,1037.1599999999999,0.0213,0.08082,0.0546
9.66,0.0106,0.029,911.15,1.0,911.15,0.0198,0.05422,0.3105
81.4,0.07627,0.022,1147.25,1.07496,1067.25,0.0289,0.0997,0.1561
13.74,0.01198,0.023,1146.82,1.0,1146.82,0.0228,0.09984,0.091
22.07,0.02649,0.031,853.12,1.02401,833.12,0.0233,0.0747,0.1551
6.33,0.00706,0.022,897.17,1.0,897.17,0.0131,0.07523,0.0596
102.0,0.11189,0.03,1011.57,1.1097,911.57,0.0176,0.15857,0.3736
0.0,0.0,0.028,856.68,0.89547,956.68,0.0202,0.0485,0.0664
48.76,0.05064,0.034,1022.9,1.06231,962.9,0.0158,0.06504,1.5176
18.3,0.01983,0.034,842.8,0.91331,922.8,0.0153,0.15014,1.049
102.97,0.1432,0.022,819.08,1.13907,719.08,0.0211,0.20368,0.2485
13.96,0.01396,0.032,980.21,0.98,1000.21,0.0289,0.14521,0.1584
38.84,0.05076,0.024,805.11,1.05228,765.11,0.0138,0.06418,0.7259
107.05,0.0996,0.03,1154.81,1.07443,1074.81,0.0257,0.10862,2.4662
40.74,0.0508,0.023,841.96,1.04988,801.96,0.0227,0.08736,0.1483
0.0,0.0,0.026,1057.85,0.92969,1137.85,0.0258,0.02422,0.119
97.08,0.09216,0.025,1153.44,1.09493,1053.44,0.0128,0.05576,0.1912
110.72,0.11791,0.029,959.06,1.0213,939.06,0.014,0.27924,1.1176
0.0,0.0,0.023,970.99,0.90663,1070.99,0.0219,0.0371,0.4914
7.39,0.00584,0.032,1165.74,0.92099,1265.74,0.0214,0.2405,0.1103
76.35,0.06927,0.024,1182.16,1.07258,1102.16,0.0101,0.08324,0.613
0.07,7e-05,0.031,948.21,0.94049,1008.21,0.0264,0.07535,0.1175
10.98,0.01198,0.028,856.42,0.93453,916.42,0.0281,0.09559,0.9497
0.0,0.0,0.028,1126.09,0.98255,1146.09,0.0243,0.02262,0.0556
61.17,0.06084,0.031,1045.43,1.03978,1005.4300000000001,0.0264,0.22665,0.1751
1.19,0.00112,0.032,982.74,0.92472,1062.74,0.0165,0.12564,0.1613
2.11,0.00251,0.022,819.22,0.97617,839.22,0.0105,0.09955,0.0725
0.0,0.0,0.021,949.59,0.90472,1049.5900000000001,0.0179,0.0584,0.0718
37.87,0.03578,0.029,1098.46,1.03779,1058.46,0.0112,0.06274,0.9471
5.6,0.00479,0.032,1127.92,0.96575,1167.92,0.0102,0.07824,0.3817
95.45,0.08981,0.034,1142.84,1.07527,1062.84,0.0282,0.11713,1.1476
29.32,0.02903,0.021,1029.82,1.01981,1009.8199999999999,0.0184,0.16247,0.0719
101.56,0.09302,0.025,1111.76,1.01832,1091.76,0.0171,0.28219,0.5918
4.27,0.00358,0.034,1093.62,0.91622,1193.62,0.0161,0.12834,0.3396
5.48,0.00494,0.032,1068.71,0.96392,1108.71,0.0257,0.13758,0.1058
13.09,0.01425,0.026,918.34,1.0,918.34,0.014,0.09029,0.1821
1.97,0.00183,0.022,1057.45,0.98144,1077.45,0.0291,0.06804,0.0821
1.0,0.00104,0.03,922.53,0.95844,962.53,0.0152,0.09138,0.1141
76.71,0.07162,0.029,1151.01,1.0747,1071.01,0.0164,0.07166,0.2286
2.42,0.0023,0.034,1030.78,0.98097,1050.78,0.0204,0.04325,0.3426
0.0,0.0,0.026,1065.19,0.94668,1125.19,0.0158,0.04107,0.1135
2.48,0.00257,0.034,923.15,0.95847,963.15,0.0216,0.12657,0.0962
0.2,0.00017,0.031,1088.8,0.94777,1148.8,0.0207,0.07654,0.1177
31.44,0.03278,0.031,959.07,1.0,959.07,0.023,0.09844,0.8899
0.18,0.00019,0.035,864.53,0.9351,924.53,0.0147,0.04244,0.8253
52.68,0.04869,0.025,1142.04,1.05545,1082.04,0.0112,0.03049,0.4541
43.0,0.04104,0.021,967.73,0.92364,1047.73,0.0118,0.71082,0.0724
125.78,0.13288,0.026,1026.57,1.08452,946.5699999999999,0.0243,0.2037,1.1201
0.2,0.00021,0.031,873.82,0.89731,973.82,0.0125,0.13274,0.1398
59.76,0.07008,0.023,912.76,1.07036,852.76,0.0206,0.08127,0.0717
15.59,0.01324,0.033,1097.73,0.93207,1177.73,0.0271,0.09511,1.2351
38.76,0.04821,0.032,843.93,1.04976,803.93,0.0188,0.07007,0.1223
21.14,0.02247,0.03,960.75,1.02126,940.75,0.016,0.05948,0.2211
42.65,0.04798,0.025,928.85,1.045,888.85,0.0154,0.08825,0.357
3.4,0.00275,0.034,1177.27,0.95151,1237.27,0.014,0.08476,0.3183
39.31,0.04446,0.022,924.25,1.04524,884.25,0.0195,0.02116,0.2241
97.47,0.08985,0.029,1184.75,1.09219,1084.75,0.0199,0.01946,0.1987
2.27,0.00179,0.028,1171.54,0.92136,1271.54,0.0245,0.07228,0.6425
7.01,0.00593,0.026,1142.85,0.96618,1182.85,0.0211,0.10321,0.2054
0.02,2e-05,0.024,1028.31,0.94487,1088.31,0.0167,0.04496,0.2207
3.45,0.00312,0.034,1104.57,1.0,1104.57,0.0241,0.03444,0.0624
9.81,0.00968,0.03,933.67,0.92108,1013.67,0.023,0.20129,0.2278
11.97,0.01116,0.026,1052.99,0.98136,1072.99,0.0128,0.19023,0.0665
0.0,0.0,0.021,1015.11,0.94419,1075.1100000000001,0.0278,0.01166,0.4582
23.15,0.02911,0.03,815.35,1.02515,795.35,0.015,0.14871,0.0515
138.16,0.1582,0.025,953.3,1.09161,873.3,0.0253,0.15315,3.6404
3.1,0.00326,0.021,910.64,0.95792,950.64,0.0233,0.047,0.7621
58.99,0.07831,0.025,813.29,1.07965,753.29,0.0101,0.02629,0.0795
0.74,0.00075,0.034,930.75,0.93944,990.75,0.0114,0.1444,0.0714
0.13,0.00011,0.033,1129.21,0.93384,1209.21,0.0176,0.10326,0.0868
4.28,0.00392,0.027,1051.41,0.96335,1091.41,0.0233,0.1054,0.1535
84.01,0.07404,0.021,1194.65,1.05288,1134.65,0.0111,0.14534,0.6586
60.83,0.07109,0.033,915.66,1.07012,855.66,0.0209,0.15399,0.1156
23.6,0.02059,0.027,1146.31,1.0,1146.31,0.0147,0.06257,1.2962
29.02,0.02499,0.024,1161.16,1.0,1161.16,0.0112,0.13145,0.2601
59.82,0.05305,0.031,1187.56,1.05321,1127.56,0.0113,0.13452,0.0727
0.97,0.00079,0.029,1166.13,0.95107,1226.13,0.0119,0.11081,0.088
1.67,0.00151,0.032,1064.74,0.96379,1104.74,0.0101,0.06994,0.2165
77.02,0.07691,0.035,1081.39,1.07989,1001.3900000000001,0.0164,0.08293,0.1443
98.91,0.11924,0.022,929.5,1.12055,829.5,0.015,0.07047,0.1369
45.62,0.04542,0.028,1044.47,1.03982,1004.47,0.0188,0.09436,0.3657
40.9,0.04196,0.022,1014.79,1.04103,974.79,0.0291,0.03248,0.1498
0.0,0.0,0.031,1099.21,0.93216,1179.21,0.0278,0.02051,0.0804
0.01,1e-05,0.03,1168.91,0.93594,1248.91,0.015,0.03498,0.4389
1.55,0.00138,0.029,1120.13,1.0,1120.13,0.0115,0.01807,0.0752
1.38,0.00114,0.026,1175.8,0.9671,1215.8,0.0224,0.04495,0.3452
44.19,0.05363,0.027,864.0,1.04854,824.0,0.024,0.06289,1.0696
20.86,0.01853,0.034,1145.72,1.01777,1125.72,0.0148,0.05671,0.2004
29.07,0.0232,0.028,1153.28,0.92021,1253.28,0.0214,0.25633,0.3128
128.18,0.12994,0.034,1046.48,1.06082,986.48,0.0168,0.60581,0.1581
99.91,0.12472,0.027,901.1,1.12483,801.1,0.0292,0.11921,0.1143
0.0,0.0,0.033,884.88,0.91709,964.88,0.0156,0.04804,0.176
