C,C/K,D,S,S/K,k,r,sigma,t
5.57,0.00549,0.027,1095.16,1.07881,1015.1600000000001,0.0286,0.15019,0.2286
141.12,0.14673,0.03,821.77,0.85444,961.77,0.0249,0.10383,0.6318
103.04,0.11687,0.023,821.68,0.93195,881.68,0.0207,0.22843,0.8126
101.56,0.08765,0.026,1058.65,0.91369,1158.65,0.0217,0.07484,0.4178
105.34,0.11209,0.032,839.74,0.89359,939.74,0.0116,0.17729,0.199
52.31,0.04373,0.032,1176.08,0.98328,1196.08,0.0108,0.1954,0.1785
92.4,0.09691,0.023,893.51,0.93707,953.51,0.0131,0.14415,0.9804
79.18,0.07288,0.026,1066.39,0.98159,1086.39,0.0227,0.1655,0.9369
119.17,0.09395,0.021,1148.47,0.9054,1268.47,0.0284,0.06702,0.0698
0.0,0.0,0.038,889.3,1.18684,749.3,0.021,0.08893,0.2369
7.78,0.00941,0.026,826.71,1.0,826.71,0.0137,0.07657,0.0847
56.42,0.05548,0.038,976.93,0.96067,1016.93,0.0277,0.22887,0.1226
18.04,0.02379,0.035,838.33,1.10549,758.33,0.0273,0.17841,0.6839
3.04,0.00293,0.036,1178.87,1.13476,1038.87,0.0281,0.10383,0.6551
140.87,0.13037,0.038,940.54,0.87044,1080.54,0.0233,0.03742,0.0829
22.41,0.0211,0.023,1162.14,1.09415,1062.14,0.0113,0.15651,0.6769
43.53,0.03966,0.026,1117.67,1.01822,1097.67,0.0106,0.12455,0.7502
59.69,0.05676,0.023,1031.64,0.98098,1051.64,0.0132,0.13087,0.7032
88.03,0.09526,0.021,864.07,0.93507,924.07,0.0153,0.15492,0.8502
35.17,0.0357,0.035,1025.29,1.0406,985.29,0.0161,0.11391,1.0056
42.48,0.03841,0.035,1086.04,0.98192,1106.04,0.0267,0.10402,0.4237
38.93,0.0343,0.026,1194.95,1.05287,1134.95,0.0226,0.14164,0.9494
5.99,0.00601,0.037,1096.71,1.10033,996.71,0.0204,0.08082,0.9089
64.47,0.0598,0.026,1018.06,0.94434,1078.06,0.0171,0.05187,0.4798
12.18,0.0114,0.032,1168.43,1.0936,1068.43,0.0283,0.14626,0.4879
5.89,0.00754,0.037,821.57,1.05118,781.57,0.0114,0.06101,0.6586
106.69,0.10918,0.031,877.23,0.89767,977.23,0.0153,0.19575,0.2072
60.77,0.05556,0.027,1053.78,0.96343,1093.78,0.0138,0.07284,0.844
100.73,0.0821,0.026,1126.96,0.9185,1226.96,0.0155,0.13187,0.0648
28.27,0.03187,0.022,907.1,1.02255,887.1,0.0229,0.1678,0.397
102.56,0.09867,0.028,939.44,0.90379,1039.44,0.016,0.07212,0.2635
36.86,0.03284,0.022,1162.28,1.03564,1122.28,0.0171,0.12143,0.9236
91.98,0.07813,0.039,1177.3,1.0,1177.3,0.0104,0.16089,1.0142
8.15,0.009,0.039,945.59,1.04417,905.59,0.0147,0.04394,0.9603
0.0,0.0,0.021,1124.0,1.05639,1064.0,0.0283,0.03627,0.1268
1.33,0.00154,0.028,922.03,1.0696,862.03,0.0209,0.08614,0.2758
7.37,0.00771,0.022,1035.98,1.08368,955.98,0.0187,0.12993,0.4044
76.49,0.07501,0.025,939.73,0.92155,1019.73,0.0286,0.04648,0.6738
140.25,0.14701,0.028,814.04,0.85326,954.04,0.0196,0.06152,0.0623
6.69,0.00867,0.021,891.96,1.15545,771.96,0.0182,0.15923,0.6294
47.3,0.04431,0.027,1167.43,1.09368,1067.43,0.0218,0.19454,1.0251
150.65,0.12078,0.034,1147.29,0.91983,1247.29,0.0226,0.20541,0.802
63.78,0.05382,0.034,1125.01,0.94937,1185.01,0.0154,0.14967,0.0769
79.2,0.0893,0.031,866.91,0.97745,886.91,0.014,0.20551,0.7827
2.75,0.00316,0.037,929.95,1.06897,869.95,0.0297,0.20699,0.0706
61.95,0.05455,0.029,1155.75,1.01761,1135.75,0.0235,0.1581,0.9483
156.08,0.1563,0.03,858.6,0.8598,998.6,0.0142,0.15816,0.7661
26.66,0.0284,0.029,998.65,1.06392,938.65,0.0225,0.14517,0.7951
0.23,0.00026,0.033,1035.12,1.1564,895.1199999999999,0.0274,0.06723,0.8505
78.91,0.08259,0.022,915.44,0.95813,955.44,0.0178,0.16865,0.793
142.54,0.13652,0.023,904.12,0.86592,1044.12,0.0124,0.05415,0.3253
1.14,0.0011,0.023,1094.84,1.05798,1034.84,0.0276,0.14915,0.0633
3.98,0.00422,0.04,983.11,1.04241,943.11,0.0112,0.05625,0.4123
41.8,0.03505,0.02,1152.64,0.96646,1192.64,0.0219,0.07729,0.1499
123.18,0.12984,0.037,828.73,0.87352,948.73,0.0285,0.04511,0.9189
0.0,0.0,0.032,1025.94,1.08457,945.94,0.0247,0.04949,0.2459
6.79,0.00666,0.03,1098.92,1.07851,1018.9200000000001,0.0218,0.10765,0.4707
63.74,0.05482,0.03,1102.62,0.94839,1162.62,0.0202,0.0858,0.2147
2.03,0.00271,0.036,868.1,1.16041,748.1,0.0296,0.11471,0.6766
27.54,0.02458,0.037,1120.54,1.0,1120.54,0.0285,0.09764,0.3583
51.55,0.04624,0.037,1094.89,0.98206,1114.89,0.0111,0.11408,0.4391
1.02,0.0012,0.03,989.7,1.16476,849.7,0.0111,0.19713,0.1733
2.43,0.00267,0.033,1030.92,1.13173,910.9200000000001,0.0199,0.18584,0.1946
0.68,0.00074,0.024,1062.45,1.15177,922.45,0.0136,0.07098,0.9259
0.11,0.00012,0.032,951.53,1.04388,911.53,0.0222,0.06894,0.0816
7.2,0.00803,0.034,1037.02,1.15607,897.02,0.0231,0.12394,0.9252
103.85,0.10947,0.038,848.66,0.89459,948.66,0.0189,0.23146,0.1131
146.25,0.1407,0.028,919.42,0.88455,1039.42,0.0167,0.23283,0.545
52.46,0.04448,0.037,1199.41,1.01696,1179.41,0.023,0.11447,1.043
0.15,0.00015,0.029,1141.4,1.11749,1021.4000000000001,0.0176,0.15184,0.0937
0.0,0.0,0.033,1060.68,1.15206,920.6800000000001,0.0247,0.05965,0.2025
5.79,0.00704,0.027,822.29,1.0,822.29,0.0279,0.04552,0.1548
45.79,0.05193,0.037,941.75,1.06805,881.75,0.0112,0.20649,0.7639
0.8,0.00105,0.036,823.6,1.07858,763.6,0.0218,0.0725,0.3676
145.43,0.13983,0.035,900.07,0.86539,1040.0700000000002,0.0238,0.15231,0.4175
55.91,0.04647,0.026,1163.21,0.96676,1203.21,0.0174,0.10692,0.345
30.23,0.0304,0.032,994.33,1.0,994.33,0.0291,0.14395,0.2778
23.17,0.02627,0.036,922.01,1.04535,882.01,0.0182,0.14327,0.5213
75.39,0.06811,0.031,1046.81,0.94579,1106.81,0.012,0.11703,0.3809
0.0,0.0,0.023,852.85,1.13283,752.85,0.0269,0.04072,0.5716
1.86,0.00225,0.033,865.97,1.04843,825.97,0.0138,0.10091,0.1401
43.55,0.04398,0.022,950.18,0.9596,990.18,0.0141,0.14841,0.0739
125.55,0.11319,0.035,1029.24,0.92788,1109.24,0.0203,0.18093,0.879
1.82,0.00163,0.021,1175.76,1.05378,1115.76,0.0253,0.07468,0.2802
14.33,0.02088,0.035,826.15,1.20404,686.15,0.0136,0.20403,0.8578
132.83,0.13147,0.039,890.32,0.88123,1010.32,0.0177,0.1485,0.5042
0.0,0.0,0.025,815.42,1.07943,755.42,0.0241,0.0559,0.1191
77.66,0.0745,0.034,1002.36,0.96163,1042.3600000000001,0.0188,0.11189,1.0376
100.7,0.08953,0.032,1024.7,0.91109,1124.7,0.0227,0.09998,0.095
0.02,2e-05,0.037,1071.25,1.12615,951.25,0.0136,0.06857,0.3051
28.8,0.02492,0.025,1135.5,0.98269,1155.5,0.0171,0.1012,0.1224
20.03,0.0254,0.031,848.59,1.07609,788.59,0.0204,0.19508,0.4474
2.01,0.00198,0.024,1093.85,1.07891,1013.8499999999999,0.0199,0.05193,0.9936
129.26,0.10148,0.034,1153.7,0.90579,1273.7,0.0146,0.13036,0.3108
10.75,0.01153,0.039,1052.73,1.12865,932.73,0.0261,0.21296,0.3274
123.42,0.12788,0.03,905.15,0.93783,965.15,0.0123,0.23484,0.9018
146.72,0.15324,0.035,817.47,0.85378,957.47,0.0223,0.13032,0.6437
30.52,0.0322,0.02,987.81,1.0422,947.81,0.0124,0.21959,0.3098
37.8,0.04197,0.027,940.65,1.04441,900.65,0.0164,0.14137,1.0171
59.63,0.05952,0.033,961.83,0.96007,1001.83,0.0116,0.18271,0.213
19.96,0.01972,0.032,1052.39,1.03951,1012.3900000000001,0.0289,0.13217,0.4452
13.95,0.01297,0.031,1135.63,1.05578,1075.63,0.0158,0.14725,0.2891
132.05,0.12717,0.022,898.37,0.86517,1038.37,0.0289,0.07179,0.8256
1.52,0.00184,0.023,866.76,1.04838,826.76,0.0242,0.05856,0.4108
54.19,0.05336,0.024,975.46,0.96061,1015.46,0.0153,0.05836,1.0058
59.22,0.06324,0.021,876.46,0.93593,936.46,0.0252,0.06493,0.6486
12.74,0.01402,0.022,928.52,1.02201,908.52,0.0153,0.09198,0.3693
31.59,0.0287,0.025,1100.77,1.0,1100.77,0.0136,0.10281,0.4172
25.54,0.02278,0.029,1141.04,1.01784,1121.04,0.0113,0.08673,0.5814
85.1,0.08755,0.039,932.0,0.95885,972.0,0.0264,0.21653,0.5433
53.77,0.05587,0.035,1022.34,1.06235,962.34,0.0264,0.2105,0.8953
1.79,0.00197,0.025,1026.81,1.13233,906.81,0.0219,0.08593,0.8078
0.0,0.0,0.033,950.44,1.1445,830.44,0.0162,0.06897,0.0952
123.17,0.13037,0.037,824.8,0.87299,944.8,0.0102,0.03786,0.1522
11.19,0.01142,0.03,1040.19,1.06121,980.19,0.0276,0.08642,0.8747
61.45,0.06501,0.034,885.31,0.93653,945.31,0.0107,0.06807,0.0725
10.55,0.01529,0.027,830.19,1.20284,690.19,0.0154,0.20474,0.7241
39.12,0.04025,0.033,971.98,1.0,971.98,0.0207,0.19083,0.2613
0.05,5e-05,0.028,1125.23,1.07654,1045.23,0.0168,0.09781,0.0823
13.92,0.0165,0.027,883.84,1.0474,843.84,0.0261,0.08703,0.9952
99.69,0.08255,0.037,1187.7,0.98344,1207.7,0.0138,0.1714,0.8966
1.27,0.00135,0.039,1042.23,1.10613,942.23,0.0109,0.18401,0.106
147.15,0.1467,0.036,903.07,0.90031,1003.07,0.0103,0.18806,1.0086
131.27,0.1082,0.023,1093.23,0.90109,1213.23,0.0179,0.114,0.8022
112.81,0.10876,0.032,937.23,0.90359,1037.23,0.0237,0.21713,0.2815
17.96,0.02165,0.027,889.59,1.07232,829.59,0.0259,0.22518,0.2861
0.0,0.0,0.031,822.12,1.07873,762.12,0.0261,0.07985,0.0766
46.9,0.0568,0.026,805.75,0.97578,825.75,0.0165,0.18176,0.3452
11.62,0.01135,0.03,1123.47,1.09771,1023.47,0.0284,0.10781,0.9537
91.57,0.07623,0.032,1121.19,0.9334,1201.19,0.019,0.04412,0.8719
107.67,0.09296,0.02,1058.22,0.91366,1158.22,0.0253,0.15055,0.4342
17.28,0.01617,0.023,1148.95,1.07484,1068.95,0.0123,0.23001,0.2057
14.58,0.01754,0.031,971.46,1.16838,831.46,0.0169,0.23159,0.505
116.85,0.10982,0.033,964.05,0.90602,1064.05,0.0264,0.13258,0.8786
81.18,0.06697,0.038,1192.2,0.9835,1212.2,0.0293,0.15405,0.8513
5.29,0.00566,0.038,974.7,1.04279,934.7,0.017,0.05624,0.5466
1.15,0.00162,0.023,828.61,1.16935,708.61,0.0236,0.13021,0.4813
50.22,0.05978,0.039,860.12,1.02381,840.12,0.0213,0.23461,0.5133
85.83,0.08478,0.02,972.44,0.96049,1012.44,0.0179,0.18,0.8129
0.08,9e-05,0.028,1023.61,1.10827,923.61,0.0174,0.06801,0.3404
46.22,0.05356,0.033,902.9,1.04636,862.9,0.0111,0.20541,0.6761
21.41,0.02742,0.031,800.89,1.02561,780.89,0.0216,0.12387,0.5503
32.98,0.04365,0.028,855.53,1.13236,755.53,0.0244,0.23355,0.9333
115.17,0.09308,0.031,1137.31,0.91918,1237.31,0.0164,0.10317,0.6245
106.71,0.11151,0.022,856.98,0.8955,956.98,0.0205,0.11155,0.9347
62.82,0.07027,0.025,833.92,0.93288,893.92,0.0217,0.10927,0.2649
15.06,0.01784,0.028,864.25,1.02369,844.25,0.0252,0.0916,0.5644
1.9,0.00226,0.031,960.52,1.14277,840.52,0.0291,0.09604,0.7767
0.76,0.00093,0.033,914.37,1.12279,814.37,0.0223,0.05764,1.0494
15.71,0.01781,0.034,941.96,1.06803,881.96,0.0137,0.19014,0.2851
8.81,0.00831,0.032,1119.92,1.05661,1059.92,0.0201,0.11973,0.3019
55.12,0.05771,0.033,915.1,0.95812,955.1,0.0164,0.03867,0.9996
120.67,0.10535,0.022,1085.47,0.94762,1145.47,0.0195,0.22656,0.7659
0.07,0.0001,0.034,841.99,1.19943,701.99,0.0138,0.07935,0.6628
141.32,0.13973,0.024,871.35,0.86157,1011.35,0.0153,0.08625,0.2439
3.59,0.00449,0.028,918.94,1.1502,798.94,0.0243,0.13039,0.618
67.45,0.05448,0.023,1178.14,0.95154,1238.14,0.0104,0.0917,0.2645
132.69,0.12333,0.036,955.88,0.88846,1075.88,0.0256,0.22482,0.3014
131.86,0.1413,0.031,813.16,0.8714,933.16,0.0223,0.13247,0.9997
37.5,0.03593,0.021,1143.84,1.0958,1043.84,0.0197,0.20298,0.7735
10.97,0.01333,0.037,882.71,1.07293,822.71,0.0279,0.10255,0.7922
12.33,0.01348,0.034,1054.37,1.15311,914.3699999999999,0.0115,0.16536,0.6758
127.0,0.1207,0.031,952.17,0.90496,1052.17,0.0175,0.15872,0.8295
43.93,0.04099,0.028,1051.61,0.98134,1071.61,0.0285,0.21636,0.1312
43.69,0.04393,0.036,1034.55,1.04022,994.55,0.0193,0.21969,0.4421
83.06,0.08241,0.037,927.91,0.92063,1007.91,0.0146,0.13081,0.1267
27.76,0.03695,0.037,831.27,1.10649,751.27,0.0175,0.23412,0.5921
0.04,4e-05,0.026,1102.89,1.07821,1022.8900000000001,0.0152,0.04114,0.4328
149.92,0.15805,0.022,808.55,0.85241,948.55,0.0274,0.23067,0.5504
50.18,0.04338,0.023,1196.74,1.03458,1156.74,0.0134,0.16954,0.6826
52.46,0.05293,0.031,971.19,0.97982,991.19,0.0119,0.11438,0.6166
152.75,0.11756,0.02,1199.35,0.92304,1299.35,0.0202,0.20356,0.9326
1.94,0.00234,0.023,848.86,1.02413,828.86,0.0299,0.0502,0.2785
40.78,0.04641,0.035,938.73,1.06828,878.73,0.0179,0.18274,0.8834
89.2,0.07996,0.038,1035.54,0.92829,1115.54,0.0206,0.11577,0.3279
35.29,0.03715,0.026,1009.91,1.06316,949.91,0.0177,0.20911,0.5302
0.72,0.00075,0.037,1002.46,1.04156,962.46,0.0296,0.04458,0.3267
58.0,0.06932,0.034,816.73,0.9761,836.73,0.0143,0.12359,0.9293
80.7,0.08747,0.023,882.57,0.95664,922.57,0.0248,0.1748,0.9552
2.2,0.00197,0.021,1177.8,1.05368,1117.8,0.0263,0.12887,0.1015
61.77,0.06873,0.039,838.68,0.93324,898.68,0.0147,0.10956,0.0846
26.97,0.02606,0.035,1094.98,1.05797,1034.98,0.0217,0.15735,0.5422
23.39,0.02167,0.033,1099.24,1.01853,1079.24,0.021,0.10837,0.4164
13.89,0.01401,0.034,1071.6,1.08068,991.5999999999999,0.0214,0.1945,0.2693
16.42,0.02156,0.039,801.71,1.05251,761.71,0.0249,0.15173,0.4336
11.19,0.01254,0.038,1032.34,1.15689,892.3399999999999,0.0234,0.20817,0.4533
26.59,0.02553,0.03,1181.66,1.1344,1041.66,0.0206,0.18246,0.8682
157.59,0.14821,0.033,923.32,0.86834,1063.3200000000002,0.0207,0.1375,1.0296
30.82,0.02545,0.024,1190.99,0.98348,1210.99,0.0251,0.04945,0.749
101.92,0.09216,0.025,1005.88,0.90957,1105.88,0.021,0.18634,0.1093
0.01,1e-05,0.024,849.41,1.19735,709.41,0.0128,0.12857,0.1889
0.0,0.0,0.026,967.55,1.16917,827.55,0.0158,0.03976,0.5331
28.02,0.03862,0.033,805.46,1.11027,725.46,0.0139,0.1801,1.0151
4.73,0.0055,0.033,980.28,1.13949,860.28,0.0205,0.14333,0.4924
14.57,0.01328,0.029,1176.75,1.07294,1096.75,0.0121,0.14998,0.3691
124.14,0.10768,0.022,1032.82,0.89591,1152.82,0.0173,0.09266,0.657
69.2,0.06633,0.032,1003.29,0.96166,1043.29,0.0163,0.08762,1.0131
27.59,0.02968,0.022,929.64,1.0,929.64,0.0283,0.14102,0.3006
156.3,0.12816,0.028,1079.59,0.88521,1219.59,0.0157,0.17461,0.4993
2.44,0.00326,0.04,889.24,1.18686,749.24,0.0129,0.09554,1.0408
154.79,0.13551,0.029,1002.26,0.87744,1142.26,0.0147,0.10934,0.8928
34.75,0.03138,0.035,1187.44,1.07224,1107.44,0.0111,0.16137,0.6856
59.51,0.05821,0.023,982.26,0.96087,1022.26,0.0119,0.13785,0.3659
18.83,0.01833,0.035,1067.52,1.03893,1027.52,0.0126,0.08064,0.7441
14.33,0.01902,0.036,813.27,1.07965,753.27,0.0193,0.13757,0.6418
17.44,0.01516,0.028,1150.17,1.0,1150.17,0.0209,0.05206,0.4364
30.67,0.02868,0.029,1169.27,1.09352,1069.27,0.0141,0.17853,0.6912
54.79,0.04518,0.033,1192.78,0.98351,1212.78,0.0103,0.07578,0.7474
0.69,0.00074,0.037,973.28,1.04286,933.28,0.021,0.0588,0.1908
47.89,0.04666,0.037,1066.46,1.03897,1026.46,0.0246,0.17109,0.7768
10.82,0.01502,0.035,800.59,1.11102,720.59,0.0105,0.13902,0.681
31.61,0.02697,0.04,1192.13,1.01706,1172.13,0.0186,0.18038,0.2074
41.16,0.04677,0.025,940.04,1.06818,880.04,0.0264,0.18947,0.9967
24.52,0.02701,0.025,987.92,1.08811,907.92,0.0121,0.14411,0.9228
141.54,0.14077,0.025,865.47,0.86076,1005.47,0.0133,0.05537,0.1874
101.17,0.09785,0.023,993.89,0.96131,1033.8899999999999,0.0123,0.19704,0.8961
41.02,0.04118,0.034,976.09,0.97992,996.09,0.0235,0.06226,0.977
19.28,0.02104,0.028,976.47,1.06547,916.47,0.0208,0.12269,0.7977
13.13,0.01572,0.022,895.09,1.07185,835.09,0.0185,0.11097,0.8273
0.01,1e-05,0.021,1027.6,1.13222,907.5999999999999,0.0246,0.06888,0.3594
0.0,0.0,0.04,889.12,1.09887,809.12,0.0113,0.0436,0.088
74.83,0.06256,0.023,1196.17,1.0,1196.17,0.0115,0.14439,1.0047
47.48,0.05319,0.027,852.58,0.95519,892.58,0.0119,0.09634,0.2873
0.0,0.0,0.035,922.53,1.17891,782.53,0.0144,0.04268,0.8771
17.04,0.01866,0.034,992.95,1.08763,912.95,0.0239,0.18449,0.4216
119.4,0.11254,0.024,940.99,0.8869,1060.99,0.0275,0.04752,0.0908
42.9,0.04084,0.032,1070.45,1.01904,1050.45,0.0127,0.14582,0.5893
1.35,0.00186,0.04,845.21,1.16547,725.21,0.0104,0.1063,0.6033
17.05,0.01759,0.027,989.16,1.02064,969.16,0.027,0.09293,0.5163
156.77,0.16517,0.036,829.14,0.87357,949.14,0.0109,0.21644,0.8306
42.67,0.05033,0.038,807.86,0.95282,847.86,0.0299,0.17961,0.0586
0.97,0.00094,0.035,1116.88,1.07715,1036.88,0.0283,0.05172,0.6837
3.34,0.00343,0.03,1033.61,1.06163,973.6099999999999,0.0205,0.09184,0.3063
2.45,0.00242,0.036,1151.48,1.13841,1011.48,0.0225,0.21935,0.1448
37.18,0.04178,0.025,869.93,0.97753,889.93,0.0251,0.11464,0.4308
147.49,0.11997,0.04,1089.38,0.88612,1229.38,0.0266,0.16186,0.3179
75.04,0.06907,0.039,1106.45,1.01841,1086.45,0.0153,0.18844,0.8473
123.66,0.09486,0.022,1183.56,0.90794,1303.56,0.0242,0.12324,0.444
4.11,0.00402,0.032,1082.53,1.05868,1022.53,0.0139,0.13299,0.1514
1.08,0.0014,0.021,914.01,1.18088,774.01,0.0117,0.11351,0.6223
1.56,0.0017,0.03,939.5,1.02175,919.5,0.0117,0.0852,0.0572
36.93,0.03588,0.021,1049.32,1.01943,1029.32,0.0224,0.18022,0.3929
12.68,0.01532,0.025,887.86,1.07248,827.86,0.0265,0.11033,0.8839
9.48,0.01027,0.022,963.46,1.04332,923.46,0.0261,0.10112,0.4355
119.04,0.11639,0.033,922.76,0.90223,1022.76,0.0175,0.12439,0.8397
7.67,0.00747,0.022,1066.94,1.03895,1026.94,0.0253,0.06916,0.6329
83.0,0.09041,0.023,838.04,0.91286,918.04,0.0168,0.13428,0.2407
0.53,0.00054,0.04,1084.06,1.10162,984.06,0.0259,0.129,0.1461
23.26,0.02832,0.021,821.19,1.0,821.19,0.0292,0.0826,1.0028
53.84,0.04838,0.027,1112.84,1.0,1112.84,0.0107,0.11176,0.8742
6.81,0.00597,0.033,1180.89,1.03506,1140.89,0.0158,0.15122,0.086
141.69,0.12437,0.037,999.27,0.87711,1139.27,0.0156,0.09751,0.088
44.59,0.04133,0.026,1078.81,1.0,1078.81,0.0164,0.10778,0.7869
7.57,0.00733,0.037,1152.57,1.11621,1032.57,0.0139,0.121,0.5819
102.2,0.08313,0.037,1149.37,0.93493,1229.37,0.0135,0.18585,0.2776
10.91,0.01124,0.029,991.0,1.0206,971.0,0.0181,0.06776,0.4415
22.19,0.01966,0.023,1148.87,1.01772,1128.87,0.0227,0.08201,0.7127
20.58,0.01876,0.024,1176.92,1.07293,1096.92,0.0106,0.16509,0.4282
24.98,0.03001,0.036,892.34,1.07209,832.34,0.0124,0.12925,0.9356
131.61,0.11338,0.023,1040.78,0.89662,1160.78,0.0212,0.17695,0.438
22.57,0.0226,0.039,998.66,1.0,998.66,0.011,0.07743,0.3309
34.72,0.03729,0.025,951.15,1.02148,931.15,0.0269,0.15076,0.635
60.39,0.04905,0.027,1171.25,0.95127,1231.25,0.0224,0.04842,0.0966
24.73,0.02282,0.038,1083.65,1.0,1083.65,0.0145,0.09867,0.2542
31.66,0.03756,0.035,822.95,0.97627,842.95,0.0258,0.19223,0.0949
17.61,0.01733,0.025,1075.88,1.05906,1015.8800000000001,0.0177,0.16825,0.3267
49.35,0.04114,0.038,1159.54,0.96665,1199.54,0.0297,0.04796,0.6769
61.77,0.06565,0.034,900.95,0.95749,940.95,0.0101,0.08141,0.7293
99.3,0.09083,0.036,1013.31,0.92683,1093.31,0.0163,0.06885,0.9297
59.36,0.05234,0.022,1074.19,0.9471,1134.19,0.0277,0.07904,0.1154
1.9,0.00249,0.029,802.02,1.05249,762.02,0.0201,0.06254,0.4239
60.53,0.04921,0.022,1190.14,0.96748,1230.14,0.0189,0.10469,0.5197
99.82,0.10572,0.024,844.16,0.89409,944.16,0.0239,0.13251,0.1194
81.47,0.06798,0.024,1118.48,0.93325,1198.48,0.0272,0.1081,0.2409
0.01,1e-05,0.034,864.54,1.16117,744.54,0.0176,0.05406,0.68
82.09,0.06711,0.03,1143.14,0.93459,1223.14,0.0147,0.05597,0.1285
82.27,0.07862,0.022,1026.43,0.98089,1046.43,0.0147,0.1794,0.8791
120.35,0.0942,0.028,1177.64,0.92173,1277.64,0.0202,0.13288,0.6638
6.88,0.00717,0.033,1079.82,1.12502,959.8199999999999,0.0297,0.11112,0.8668
120.57,0.09856,0.023,1103.32,0.90191,1223.32,0.0241,0.08699,0.7838
61.1,0.07024,0.039,809.83,0.93102,869.83,0.0158,0.14014,0.0545
4.11,0.00411,0.032,1039.51,1.04002,999.51,0.0218,0.03714,0.9377
0.6,0.00075,0.033,903.61,1.12444,803.61,0.0157,0.08601,0.4643
39.09,0.03764,0.026,1158.41,1.11556,1038.41,0.0216,0.22332,0.7709
6.24,0.00811,0.036,889.01,1.15604,769.01,0.0104,0.14764,0.6139
110.0,0.11624,0.038,846.32,0.89433,946.32,0.0109,0.17374,0.2843
43.85,0.04403,0.028,975.95,0.97992,995.95,0.0247,0.08943,0.8382
18.49,0.02205,0.026,918.45,1.09541,838.45,0.0179,0.17458,0.5985
0.25,0.00026,0.027,1075.3,1.12561,955.3,0.0108,0.07769,0.4236
63.69,0.06468,0.023,924.76,0.93907,984.76,0.0143,0.0493,0.4764
140.49,0.1304,0.031,937.39,0.87006,1077.3899999999999,0.0202,0.07205,0.0678
47.23,0.03847,0.038,1187.84,0.96742,1227.84,0.0215,0.07855,0.2057
52.0,0.05206,0.039,958.88,0.95996,998.88,0.025,0.16522,0.1609
45.94,0.04332,0.039,1180.48,1.11316,1060.48,0.0195,0.22254,0.8053
10.52,0.01405,0.039,868.76,1.16026,748.76,0.0108,0.19359,0.5379
89.9,0.08621,0.026,982.84,0.94246,1042.8400000000001,0.026,0.14967,0.8923
137.33,0.14356,0.025,816.6,0.85365,956.6,0.0283,0.05579,0.4042
81.24,0.07949,0.037,942.07,0.92173,1022.07,0.0104,0.10501,0.0513
89.58,0.07897,0.036,1074.34,0.94711,1134.34,0.0182,0.08779,1.044
1.23,0.00119,0.033,1135.51,1.09657,1035.51,0.0106,0.04985,0.8647
138.76,0.12898,0.036,955.82,0.88846,1075.8200000000002,0.0121,0.04205,0.8968
4.44,0.00592,0.028,810.57,1.07994,750.57,0.0238,0.16347,0.2022
12.93,0.01348,0.037,1099.51,1.14591,959.51,0.0252,0.1374,0.9671
1.59,0.00179,0.023,1029.61,1.15737,889.6099999999999,0.0235,0.13441,0.4209
5.96,0.00546,0.034,1091.24,1.0,1091.24,0.0199,0.03989,0.0912
156.91,0.12727,0.021,1092.89,0.88645,1232.89,0.0139,0.13301,0.8961
0.66,0.00075,0.021,934.76,1.06859,874.76,0.0259,0.04254,0.9572
124.35,0.12139,0.04,904.36,0.88285,1024.3600000000001,0.0265,0.07687,0.4783
44.45,0.04596,0.027,967.19,1.0,967.19,0.0137,0.20515,0.2927
62.99,0.05668,0.032,1151.33,1.03599,1111.33,0.019,0.20623,0.7052
89.98,0.09452,0.039,911.98,0.95798,951.98,0.0102,0.14028,1.0001
0.19,0.00024,0.031,923.63,1.17866,783.63,0.0239,0.13411,0.2677
82.22,0.08237,0.026,918.15,0.91985,998.15,0.0173,0.03733,0.3395
16.46,0.01604,0.037,1046.01,1.01949,1026.01,0.0111,0.07637,0.4269
52.49,0.05084,0.038,1012.45,0.98063,1032.45,0.0298,0.1312,0.5576
72.81,0.06143,0.022,1185.2,1.0,1185.2,0.0285,0.22775,0.494
59.87,0.05833,0.037,1006.47,0.98052,1026.47,0.0226,0.22208,0.277
113.15,0.09628,0.031,1095.26,0.93193,1175.26,0.0238,0.1534,0.8268
179.45,0.14387,0.039,1107.28,0.88776,1247.28,0.0133,0.20346,0.6636
59.55,0.05827,0.021,1041.96,1.01957,1021.96,0.022,0.18908,0.8235
100.17,0.08432,0.021,1187.97,1.0,1187.97,0.0103,0.20129,1.0005
24.32,0.02314,0.023,1031.16,0.98097,1051.16,0.0232,0.03911,0.5653
54.65,0.04705,0.021,1181.53,1.01722,1161.53,0.0157,0.15445,0.7572
132.25,0.1128,0.034,1112.42,0.94882,1172.42,0.0153,0.22258,0.8094
34.15,0.0303,0.023,1147.08,1.01774,1127.08,0.0201,0.21669,0.1941
123.96,0.10358,0.033,1136.81,0.94987,1196.81,0.017,0.20622,0.7682
6.59,0.00874,0.033,854.3,1.13257,754.3,0.01,0.11195,0.8522
85.51,0.07333,0.034,1086.15,0.9314,1166.15,0.0254,0.10094,0.3309
48.81,0.04462,0.04,1093.9,1.0,1093.9,0.0251,0.12752,0.6383
68.41,0.05894,0.032,1100.7,0.94831,1160.7,0.0286,0.0815,0.5901
99.05,0.10056,0.025,924.98,0.93909,984.98,0.0182,0.22575,0.5459
0.02,2e-05,0.027,1140.43,1.1176,1020.4300000000001,0.0237,0.15744,0.0598
